PM10,PM2.5,SO2,CO,O3,NO2,Status
10,22,,4,,3,1
10,22,,4,,3,1
10,21,,4,,3,1
10,21,,4,,3,1
10,21,,4,,3,1
10,22,,4,,2,1
10,22,,4,,2,1
10,22,,4,,2,1
10,21,,3,,2,1
10,20,,3,,2,1
10,20,,3,,2,1
10,20,,3,,2,1
10,21,,3,,2,1
10,21,,2,,2,1
10,22,,2,,2,1
11,22,,2,,2,1
11,22,,1,,2,1
11,22,,1,,2,1
11,22,,1,,2,1
11,22,,1,,2,1
11,22,,1,,2,1
11,22,,0,,2,1
11,21,,0,,2,1
11,22,,0,,2,1
