PM10,PM2.5,SO2,CO,O3,NO2,Status
16,35,,5,,3,1
16,34,,5,,3,1
16,33,,5,,3,1
16,33,,5,,3,1
15,33,,5,,3,1
15,33,,5,,3,1
15,32,,5,,3,1
15,32,,5,,3,1
14,31,,5,,3,1
14,29,,4,,2,1
13,28,,4,,2,1
13,28,,4,,2,1
13,27,,3,,2,1
12,26,,3,,2,1
12,26,,3,,2,1
12,26,,2,,3,1
12,25,,2,,3,1
12,25,,2,,3,1
11,25,,1,,3,1
11,24,,1,,3,1
11,25,,1,,3,1
12,25,,2,,3,1
12,25,,1,,3,1
13,28,,2,,3,1
