PM10,PM2.5,SO2,CO,O3,NO2,Status
18,37,,1,,2,1
18,37,,1,,2,1
18,38,,1,,2,1
19,38,,1,,2,1
19,39,,1,,2,1
19,39,,1,,2,1
19,39,,1,,2,1
19,38,,1,,2,1
19,38,,2,,2,1
19,38,,1,,1,1
18,37,,1,,1,1
18,36,,1,,1,1
18,36,,1,,2,1
17,34,,1,,2,1
16,33,,1,,2,1
16,33,,1,,2,1
16,33,,1,,2,1
16,33,,1,,2,1
18,36,,1,,2,1
18,36,,1,,2,1
18,35,,1,,2,1
18,35,,1,,2,1
18,35,,1,,2,1
18,35,,1,,2,1
