PM10,PM2.5,SO2,CO,O3,NO2,Status
14,30,,2,,3,1
15,31,,2,,3,1
15,32,,2,,3,1
15,32,,2,,3,1
15,33,,2,,3,1
16,33,,2,,3,1
16,34,,2,,3,1
17,35,,3,,3,1
18,37,,4,,3,1
18,38,,4,,3,1
19,39,,4,,3,1
19,39,,4,,4,1
19,39,,4,,4,1
19,39,,4,,4,1
18,38,,5,,4,1
18,38,,5,,4,1
18,38,,6,,4,1
18,38,,6,,4,1
18,38,,6,,3,1
18,38,,7,,3,1
19,39,,6,,3,1
18,38,,6,,3,1
18,38,,6,,3,1
14,29,,2,,2,1
