PM10,PM2.5,SO2,CO,O3,NO2,Status
14,30,,1,,3,1
14,30,,1,,3,1
15,31,,1,,3,1
15,31,,2,,3,1
15,32,,2,,3,1
16,33,,2,,3,1
16,33,,2,,3,1
16,34,,2,,3,1
17,34,,3,,3,1
17,36,,3,,3,1
18,38,,4,,3,1
19,40,,4,,3,1
20,40,,4,,3,1
20,40,,4,,3,1
20,41,,4,,4,1
20,41,,4,,4,1
20,41,,4,,3,1
21,42,,4,,3,1
21,42,,4,,3,1
21,43,,4,,3,1
21,43,,4,,3,1
21,43,,4,,3,1
21,43,,4,,3,1
20,40,,4,,3,1
