PM10,PM2.5,SO2,CO,O3,NO2,Status
18,36,,1,,2,1
18,36,,2,,2,1
18,36,,2,,2,1
18,36,,2,,2,1
18,36,,2,,2,1
19,37,,2,,2,1
19,37,,2,,2,1
19,38,,3,,2,1
19,38,,3,,2,1
19,38,,3,,2,1
20,39,,3,,2,1
20,39,,3,,2,1
20,39,,3,,2,1
20,39,,3,,2,1
20,39,,3,,3,1
20,39,,3,,3,1
20,39,,3,,3,1
20,39,,3,,3,1
18,36,,3,,3,1
18,36,,3,,3,1
19,37,,3,,3,1
20,38,,3,,3,1
20,39,,2,,3,1
20,39,,2,,3,1
