PM10,PM2.5,SO2,CO,O3,NO2
40,62,,3,,4
40,62,,3,,4
40,62,,3,,4
39,61,,3,,4
38,61,,2,,4
37,60,,2,,4
36,59,,2,,4
35,59,,2,,4
34,58,,3,,5
34,57,,4,,5
33,57,,4,,5
32,56,,5,,5
31,55,,5,,5
30,54,,6,,4
28,53,,6,,4
27,52,,7,,4
26,52,,7,,4
26,52,,8,,4
26,51,,8,,3
26,51,,8,,3
26,51,,8,,3
26,51,,8,,4
26,51,,8,,3
25,51,,8,,3
