PM10,PM2.5,SO2,CO,O3,NO2,Status
33,57,,2,,3,1
33,57,,1,,3,1
33,57,,2,,3,1
33,57,,2,,3,1
34,58,,2,,3,1
34,58,,2,,3,1
35,59,,3,,4,1
36,59,,3,,4,1
37,60,,3,,4,1
38,61,,3,,4,1
39,62,,3,,4,1
41,63,,3,,4,1
42,64,,3,,4,1
44,65,,3,,4,1
46,67,,3,,4,1
47,68,,3,,4,1
47,68,,3,,4,1
48,68,,3,,4,1
48,68,,3,,4,1
47,68,,3,,4,1
45,66,,3,,4,1
44,65,,3,,4,1
43,64,,3,,4,1
41,63,,3,,4,1
