PM10,PM2.5,SO2,CO,O3,NO2,Status
6,14,,5,,2,1
6,14,,5,,2,1
6,15,,5,,2,1
6,14,,5,,2,1
6,14,,5,,2,1
6,14,,5,,2,1
6,14,,5,,2,1
6,14,,5,,2,1
6,15,,6,,1,1
7,15,,5,,1,1
7,15,,5,,1,1
7,16,,5,,1,1
8,18,,4,,2,1
9,18,,4,,2,1
9,19,,4,,2,1
10,20,,3,,2,1
10,21,,3,,2,1
10,22,,2,,2,1
11,24,,2,,2,1
12,25,,2,,2,1
13,27,,2,,2,1
13,28,,2,,2,1
14,29,,2,,2,1
14,29,,2,,2,1
