PM10,PM2.5,SO2,CO,O3,NO2
19,40,,7,,3
20,40,,7,,3
20,41,,7,,3
21,42,,7,,3
21,44,,7,,3
22,45,,7,,3
22,46,,7,,3
23,46,,6,,3
23,47,,6,,3
24,49,,6,,3
24,50,,6,,4
24,50,,6,,3
24,50,,6,,3
24,50,,6,,3
24,50,,6,,3
24,50,,5,,3
24,50,,5,,3
24,50,,4,,3
25,51,,4,,3
26,51,,4,,3
26,52,,4,,3
27,52,,4,,2
28,53,,4,,2
28,53,,4,,2
