PM10,PM2.5,SO2,CO,O3,NO2,Status
18,36,,5,,3,1
17,35,,5,,3,1
17,34,,5,,3,1
16,33,,5,,3,1
16,33,,5,,3,1
16,32,,5,,3,1
15,31,,5,,3,1
15,31,,5,,3,1
15,30,,5,,3,1
14,30,,5,,2,1
14,29,,5,,2,1
14,29,,4,,3,1
14,29,,4,,3,1
14,29,,3,,3,1
14,29,,3,,3,1
14,29,,3,,3,1
14,28,,2,,3,1
13,28,,2,,3,1
13,27,,2,,3,1
13,27,,1,,3,1
13,27,,1,,3,1
13,27,,1,,3,1
14,28,,1,,3,1
14,29,,1,,3,1
