PM10,PM2.5,SO2,CO,O3,NO2
10,21,,1,,2
10,21,,1,,2
11,22,,1,,2
12,23,,1,,2
12,23,,1,,2
12,23,,1,,2
12,24,,1,,2
12,24,,1,,2
12,24,,1,,2
13,25,,2,,2
13,25,,2,,2
13,25,,2,,2
16,32,,2,,3
17,32,,2,,3
17,32,,2,,3
17,32,,2,,3
17,32,,2,,3
17,32,,2,,3
17,32,,2,,3
17,32,,2,,3
17,32,,2,,3
17,32,,2,,3
17,32,,2,,3
17,33,,2,,3
