PM10,PM2.5,SO2,CO,O3,NO2
28,53,,3,,2
28,53,,3,,2
29,54,,3,,2
29,53,,3,,2
29,53,,3,,2
29,53,,3,,2
29,53,,3,,2
29,54,,3,,2
29,53,,2,,2
29,53,,2,,2
29,54,,2,,2
29,54,,1,,2
29,54,,1,,2
29,54,,1,,2
29,54,,1,,2
29,54,,1,,2
29,54,,1,,2
29,54,,1,,2
29,54,,1,,2
29,54,,1,,3
30,55,,2,,3
31,56,,2,,3
32,56,,2,,3
32,57,,2,,3
