PM10,PM2.5,SO2,CO,O3,NO2
12,25,,4,,3
12,25,,4,,3
,,,,,
,,,,,
13,25,,4,,3
13,25,,4,,3
13,25,,4,,3
12,25,,5,,3
12,24,,5,,3
12,24,,5,,3
12,23,,5,,3
11,22,,6,,3
11,22,,6,,2
11,22,,6,,2
11,22,,6,,2
11,22,,6,,3
11,22,,6,,3
11,22,,6,,3
11,22,,6,,3
11,22,,7,,3
11,22,,7,,3
10,22,,7,,3
10,22,,7,,3
11,22,,8,,3
