PM10,PM2.5,SO2,CO,O3,NO2
14,30,,2,,3
15,31,,2,,3
15,32,,2,,3
15,32,,2,,3
15,33,,2,,3
16,33,,2,,3
16,34,,2,,3
17,35,,3,,3
18,37,,4,,3
18,38,,4,,3
19,39,,4,,3
19,39,,4,,4
19,39,,4,,4
19,39,,4,,4
18,38,,5,,4
18,38,,5,,4
18,38,,6,,4
18,38,,6,,4
18,38,,6,,3
18,38,,7,,3
19,39,,6,,3
18,38,,6,,3
18,38,,6,,3
14,29,,2,,2
