PM10,PM2.5,SO2,CO,O3,NO2
25,51,,8,,3
25,51,,8,,3
24,50,,8,,3
24,50,,8,,3
24,50,,8,,3
24,49,,8,,3
23,48,,8,,3
23,48,,7,,3
23,47,,7,,2
22,46,,6,,3
22,45,,6,,3
21,44,,6,,3
20,43,,5,,3
20,42,,5,,3
20,42,,5,,3
20,41,,5,,3
19,40,,5,,3
18,39,,5,,3
18,38,,5,,3
17,37,,5,,3
17,36,,4,,3
17,35,,4,,3
16,35,,5,,3
16,35,,5,,3
