PM10,PM2.5,SO2,CO,O3,NO2
16,32,,10,,3
16,33,,10,,3
17,34,,11,,3
17,35,,11,,3
18,36,,11,,3
18,36,,11,,3
18,36,,12,,3
18,37,,12,,3
19,38,,12,,3
19,38,,12,,3
19,39,,12,,3
20,39,,12,,3
20,40,,12,,3
20,41,,12,,3
21,41,,12,,3
21,42,,12,,3
21,42,,12,,3
21,42,,11,,3
21,42,,11,,3
21,42,,11,,3
21,41,,10,,3
20,40,,10,,3
19,37,,9,,2
18,35,,8,,2
