PM10,PM2.5,SO2,CO,O3,NO2,Status
10,22,,1,,3,1
10,22,,1,,3,1
10,22,,1,,3,1
10,22,,1,,3,1
10,22,,1,,3,1
10,21,,1,,3,1
10,21,,1,,3,1
10,21,,1,,3,1
10,22,,1,,3,1
10,22,,1,,3,1
10,22,,1,,3,1
10,22,,1,,3,1
10,22,,2,,3,1
10,22,,2,,3,1
10,21,,2,,2,1
10,21,,3,,2,1
10,22,,3,,2,1
10,22,,3,,2,1
10,22,,3,,2,1
10,22,,3,,2,1
10,22,,4,,2,1
10,22,,4,,2,1
10,22,,4,,3,1
10,22,,4,,3,1
