PM10,PM2.5,SO2,CO,O3,NO2,Status
28,53,,3,,2,1
28,53,,3,,2,1
29,54,,3,,2,1
29,53,,3,,2,1
29,53,,3,,2,1
29,53,,3,,2,1
29,53,,3,,2,1
29,54,,3,,2,1
29,53,,2,,2,1
29,53,,2,,2,1
29,54,,2,,2,1
29,54,,1,,2,1
29,54,,1,,2,1
29,54,,1,,2,1
29,54,,1,,2,1
29,54,,1,,2,1
29,54,,1,,2,1
29,54,,1,,2,1
29,54,,1,,2,1
29,54,,1,,3,1
30,55,,2,,3,1
31,56,,2,,3,1
32,56,,2,,3,1
32,57,,2,,3,1
