Location,Date & Time,SO2,NO,NO2,NOX,CO,O3,PM2.5,PM10,WS,WD,Temp,RH,BP,SR,Rain,VWS
BARC,, ppb , ppb , ppb , ppb , ppm , ppb , ug/m3 , ug/m3 , m/s , degre----- , degreC , % , HPa , W/m2 , m m ,
CDA,8/14/2024 7:00,5.77,7.79,1.95,9.74,0.45,,8.91,27.12,0.59,151.34,,93,1006.15,66.27,,
CDA,8/14/2024 8:00,5.62,8.58,1.57,10.15,0.49,,13.23,34.91,1.4,159.13,,85.29,1006.15,336.91,0.01,
CDA,8/14/2024 9:00,5.67,6.95,1.47,8.42,0.39,,,37,2.1,186.21,32.99,75.99,1006.13,455.38,0.01,
CDA,8/14/2024 10:00,5.8,9.32,2.54,11.86,0.36,,,29.9,1.68,203.3,30.79,73.79,1006.43,412.57,0.01,
CDA,8/14/2024 11:00,5.64,8.27,2.12,10.39,0.42,,20.14,46.97,2.09,217.56,27.74,70.74,1006.45,738.75,,
CDA,8/14/2024 12:00,4.94,7.68,2.8,10.48,0.47,,21.4,45.9,1.99,225.84,24.23,67.23,1006,690.17,,
CDA,8/14/2024 13:00,4.21,7.55,3.01,10.56,0.36,,15.14,46.4,1.99,213.21,22.43,65.43,1005.25,722.64,0.01,
CDA,8/14/2024 14:00,3.38,7.23,2.01,9.24,0.47,,16.37,36.96,2.52,221.45,24.44,67.44,1004.4,664.32,,
CDA,8/14/2024 15:00,4.82,7.39,1.61,9,0.47,,11.68,47.78,2.18,241.98,24.78,67.78,1004.25,432.19,,
CDA,8/14/2024 16:00,4.79,7.25,1.45,8.7,0.4,,7.35,46.28,2.78,239.21,27.34,70.34,1003.75,393.25,,
CDA,8/14/2024 17:00,4.77,7.34,3.27,10.61,0.53,,8.08,53.96,3.12,223.19,31.66,74.66,1003.4,226.6,0.04,
CDA,8/14/2024 18:00,4.63,6.96,4.35,11.31,0.47,,8.38,51.57,3.68,226.79,37.21,80.21,1003.98,56.49,,
CDA,8/14/2024 19:00,4.57,6.99,5.26,12.25,0.38,,6.56,52.62,2.6,217.57,39.74,82.74,1004.9,11.36,,
CDA,8/14/2024 20:00,4.6,12.87,8.13,21,0.36,,8.99,51.63,2.41,199.84,41.75,84.75,1005.55,9.22,,
CDA,8/14/2024 21:00,4.73,13.72,7.75,21.47,0.4,,11.91,41.13,1.7,215.98,,85.42,1006.1,9.32,,
CDA,8/14/2024 22:00,4.42,7.68,7.17,14.85,0.45,,12.63,40.81,1.95,203.6,,85.42,1006.5,9.29,,
CDA,8/14/2024 23:00,4.11,6.62,4.69,11.31,0.36,,11.35,32.32,1.26,163.52,,87.42,1006.75,9.31,,
CDA,8/15/2024 0:00,4.36,8.59,5.98,14.57,0.43,,9.41,28.8,0.81,192.56,,90.61,1006.4,9.36,,
CDA,8/15/2024 1:00,5.77,15.41,4.48,19.89,0.42,,10.22,23.41,0.45,193.12,,91.7,1005.9,9.37,,
CDA,8/15/2024 2:00,5.44,9.91,2.93,12.84,0.52,,11.7,40.18,0.9,133.99,,92.13,1005.45,9.3,,
CDA,8/15/2024 3:00,5.01,7.49,5.72,13.21,0.45,,9.84,37.87,0.62,143.62,,92.57,1005.6,9.48,,
CDA,8/15/2024 4:00,5.09,8.45,11.84,20.29,0.37,,6.81,20.4,0.48,134.93,,92.06,1005.43,9.45,,
CDA,8/15/2024 5:00,5.09,7.86,4.22,12.08,0.48,,5.06,13.72,1.25,135,,92.33,1005.13,9.35,,
CDA,8/15/2024 6:00,5.09,7.4,2.96,10.36,0.42,,,15.61,1.3,126.29,,93.31,1005.18,21.91,,
CDA,8/15/2024 7:00,5,7.7,2.24,9.94,0.52,,,33.78,1.14,118.55,,91.45,1005.55,124.48,,
CDA,8/15/2024 8:00,4.89,7.48,2.2,9.68,0.51,,5.6,35.19,2.05,135.11,38.95,81.95,1005.55,333.75,,
CDA,8/15/2024 9:00,4.61,6.81,1.86,8.67,0.47,,5.73,19.99,1.16,178.32,28.73,71.73,1005.58,549.56,,
CDA,8/15/2024 10:00,4.31,6.78,1.82,8.6,0.42,,,14.21,1.06,188.11,21.44,64.44,1005.7,664.76,,
CDA,8/15/2024 11:00,4.39,8,3.22,11.22,0.44,,5.37,20.24,1.9,223.09,20.58,63.58,1005.55,754.59,,
CDA,8/15/2024 12:00,4.41,7.66,2.77,10.43,0.53,,8.48,39.85,2.53,217.54,20.1,63.1,1004.95,754.79,,
CDA,8/15/2024 13:00,4.65,8.15,2.66,10.81,0.4,,7.8,42.18,2.63,223.16,21.18,64.18,1004.35,686.01,,
CDA,8/15/2024 14:00,4.85,7.62,1.82,9.44,0.35,,5.46,51.7,2.95,246.77,23.3,66.3,1003.85,607.73,,
CDA,8/15/2024 15:00,4.74,7.33,1.42,8.75,0.46,,5.41,65.49,3.28,232.39,30.14,73.14,1003.53,348.97,,
CDA,8/15/2024 16:00,4.69,7.31,3.45,10.76,0.46,,6.7,57.99,2.85,237.14,30.89,73.89,1003.23,313.54,,
CDA,8/15/2024 17:00,4.55,7.24,3.54,10.78,0.47,,6.35,42.38,2.32,233.38,32.56,75.56,1003,146.42,,
CDA,8/15/2024 18:00,4.55,6.99,5.18,12.17,0.38,,,43.03,2.08,212.03,36.24,79.24,1003.33,31.51,,
CDA,8/15/2024 19:00,4.58,10.84,6.39,17.23,0.46,,5.84,52.96,2.97,204.66,40.04,83.04,1003.95,10.08,,
CDA,8/15/2024 20:00,4.67,12.16,7.28,19.44,0.46,,14.09,39.1,2.37,203.82,40.84,83.84,1004.63,9.36,,
CDA,8/15/2024 21:00,4.35,6.89,6.02,12.91,0.43,,15.22,41.41,1.22,153.17,41.74,84.74,1005.28,9.21,,
CDA,8/15/2024 22:00,3.99,6.36,4.42,10.78,0.52,,17.68,46.75,0.69,139.84,,86.57,1005.65,9.36,,
CDA,8/15/2024 23:00,3.99,6.95,5.15,12.1,0.46,,12.81,42.93,0.88,127.4,,87.87,1005.7,9.48,,
CDA,8/16/2024 0:00,3.98,7.49,6.03,13.52,0.5,,9.06,33.37,0.63,142.04,,89.13,1005.1,9.27,,
CDA,8/16/2024 1:00,4.93,8.62,3.51,12.13,0.51,,10.73,32.61,0.72,189.38,,89.8,1004.4,9.24,,
CDA,8/16/2024 2:00,5.84,8.88,2.52,11.4,0.49,,,40.08,0.4,135.38,,89.56,1004.35,9.49,0.02,
CDA,8/16/2024 3:00,6.24,9.82,7.91,17.73,0.37,,,34.02,1.3,78.53,,89.78,1004.38,9.64,,
CDA,8/16/2024 4:00,6.59,12.93,2.69,15.62,0.41,,,28.87,1.22,80.69,,89.89,1003.78,9.56,,
CDA,8/16/2024 5:00,6.78,11.85,2.65,14.5,0.37,,,35.55,2.54,115.62,,89.63,1003.68,9.52,,
CDA,8/16/2024 6:00,6.86,9.06,2.62,11.68,0.45,,,20.66,3.41,114.21,,91.23,1003.75,13.48,0.04,
CDA,8/16/2024 7:00,6.73,7.97,3.33,11.3,0.46,,,17.33,3.18,119.92,,93.52,1003.9,41.14,0.02,
CDA,8/16/2024 8:00,6.75,8.87,7.22,16.09,0.38,,,10.89,2.75,121.41,,93.87,1003.95,79.54,,
CDA,8/16/2024 9:00,6.82,10.77,20.47,31.24,0.44,,,14.84,1.94,121.95,,93.26,1004.43,77.17,0.02,
CDA,8/16/2024 10:00,6.78,7.7,3.02,10.72,0.49,,,10.11,2.34,117.59,,93.73,1004.8,57.53,,
CDA,8/16/2024 11:00,6.88,7.56,2.59,10.15,0.47,,,,3.42,135.6,,94.7,1004.8,149.67,0.02,
CDA,8/16/2024 12:00,7.06,7.96,2.7,10.66,0.45,,,11.54,2.87,136.47,,93.43,1004.2,234.87,0.03,
CDA,8/16/2024 13:00,7.17,7.5,2.65,10.15,0.46,,,12.32,3.35,138.6,,93.21,1003.75,191.27,0.01,
CDA,8/16/2024 14:00,7.31,7.28,2.04,9.32,0.44,,,,2.89,124.88,,93.77,1003.15,160.98,0.01,
CDA,8/16/2024 15:00,7.34,7.14,2,9.14,0.44,,,,3.86,126.41,,94.14,1002.53,80.23,0.02,
CDA,8/16/2024 16:00,7.45,7.3,1.94,9.24,0.4,,,,3.02,137.21,,95.24,1002.15,91.28,0.02,
CDA,8/16/2024 17:00,7.41,7.17,1.77,8.94,0.44,,,,2.59,144.04,,95.11,1002.1,91.35,0.01,
CDA,8/16/2024 18:00,7.44,7.26,2.73,9.99,0.33,,,,2.09,137.66,,94.99,1002.48,25.03,0.02,
CDA,8/16/2024 19:00,7.32,7,2.47,9.47,0.44,,,,2.05,123.71,,96.9,1003.15,10,,
CDA,8/16/2024 20:00,7.25,6.92,2.34,9.26,0.4,,,,2.45,129.06,,98.35,1003.88,9.69,,
CDA,8/16/2024 21:00,7.23,6.63,2.18,8.81,0.4,,,,2.79,133.13,,99.13,1004.35,9.6,,
CDA,8/16/2024 22:00,7.24,6.91,2.59,9.5,0.44,,,10.82,2.52,141.82,,99.13,1004.73,9.77,0.03,
CDA,8/16/2024 23:00,7.15,6.64,2.27,8.91,0.35,,,10.27,2.42,154.38,,99.24,1004.75,9.82,0.01,
CDA,8/17/2024 0:00,5.89,5.11,1.67,6.78,0.46,,,,3.36,123.7,,99.63,1004.45,9.54,0.01,
CDA,8/17/2024 1:00,4.17,4.46,1.42,5.88,0.46,,,,3.12,139.24,,99.98,1004.05,9.45,,
CDA,8/17/2024 2:00,4.91,6.09,0.89,6.98,0.5,,6.68,,3.54,148.87,,100.96,1003.55,9.43,,
CDA,8/17/2024 3:00,5.97,6.98,1.93,8.91,0.4,,5.69,,4.27,125.68,,101.69,1003.3,9.48,,
CDA,8/17/2024 4:00,6.04,7.31,4.39,11.7,0.48,,,,1.32,241.14,,101.93,1002.93,9.53,,
CDA,8/17/2024 5:00,6.73,8.15,4.01,12.16,0.34,,,,1.27,206.42,,102.13,1002.68,9.63,,
CDA,8/17/2024 6:00,7.25,9.52,5.03,14.55,0.43,,,11.2,2.46,205.43,,102.28,1002.7,9.97,,
CDA,8/17/2024 7:00,7.56,9.11,4.83,13.94,0.52,,,10.51,2.86,214.34,,102.3,1003.08,19.17,,
CDA,8/17/2024 8:00,7.34,12.72,6.3,19.02,0.39,,,,2.73,198.46,,102.25,1003.45,45.59,,
CDA,8/17/2024 9:00,7.15,10.63,5.33,15.96,0.43,,,11.8,2.62,195.73,,102.07,1003.8,41.95,,
CDA,8/17/2024 10:00,6.75,12.25,5.51,17.76,0.4,,,11.15,2.95,210.22,,101.87,1004.03,101.09,,
CDA,8/17/2024 11:00,4.79,10.16,5.55,15.71,0.46,,,13,3.11,204.21,,101.3,1004.08,99.02,,
CDA,8/17/2024 12:00,4.5,6.47,3.61,10.08,0.47,,9.16,13.85,2.47,177.87,,100.82,1003.95,92.1,,
CDA,8/17/2024 13:00,4.19,9.06,4.71,13.77,0.45,,18.71,36.16,1.59,176.86,,100.09,1003.68,113.93,,
CDA,8/17/2024 14:00,4.42,14.56,6.43,20.99,0.46,,24.47,39.05,2.78,175.29,,99.1,1003.33,141.71,,
CDA,8/17/2024 15:00,4.34,6.52,2.94,9.46,0.5,,19.01,22.9,2.82,162.17,,96.5,1002.8,150.86,,
CDA,8/17/2024 16:00,4.01,6.05,2.41,8.46,0.4,,12.72,29.85,3.28,170.58,,92.03,1002.48,194.86,,
CDA,8/17/2024 17:00,4,6,2.85,8.85,0.57999999999999996,,9.82,25.89,2.55,159.62,,88.37,1002.6,77.75,,
CDA,8/17/2024 18:00,3.91,5.92,3.26,9.18,0.43,,8.26,33.24,3.45,180.97,,89.82,1002.93,18.76,,
CDA,8/17/2024 19:00,3.94,5.97,3.91,9.88,0.51,,14.87,41.47,2.7,178.61,,90.71,1003.63,9.94,,
CDA,8/17/2024 20:00,3.89,6,3.23,9.23,0.36,,14.7,37.12,2.61,152.85,,91.69,1004.43,9.09,,
CDA,8/17/2024 21:00,3.87,6.12,3.57,9.69,0.42,,10.93,18.91,1.56,146.57,,94.2,1005.18,9.21,,
CDA,8/17/2024 22:00,3.83,6.16,2.92,9.08,0.52,,19.02,20.6,0.23,42.23,,96.19,1006.05,9.37,,
CDA,8/17/2024 23:00,3.91,6.16,4.68,10.84,0.42,,11.13,12.61,0.34,100.72,,97.64,1005.93,9.44,,
CDA,8/18/2024 0:00,4.28,7.33,4.45,11.78,0.46,,9.21,13.93,1.77,140.22,,97.54,1005.53,9.42,,
CDA,8/18/2024 1:00,5.17,7.47,4.2,11.67,0.36,,9.98,11.36,2.44,139.29,,96.56,1005.13,9.38,0.01,
CDA,8/18/2024 2:00,5.57,7.16,3.17,10.33,0.36,,5.4,,1.57,138.53,,96.05,1004.8,9.46,,
CDA,8/18/2024 3:00,5.92,7.84,4.78,12.62,0.35,,,,1.57,139.65,,97.61,1004.43,9.68,,
CDA,8/18/2024 4:00,6.1,8.35,3.36,11.71,0.36,,,,1.86,142.42,,98.08,1004.25,9.45,0.01,
CDA,8/18/2024 5:00,5.96,7.82,2.89,10.71,0.38,,,,2.23,140.85,,98.03,1004.28,9.53,,
CDA,8/18/2024 6:00,5.83,7.79,2.59,10.38,0.43,,,,0.53,161.47,,98.13,1004.45,9.79,,
CDA,8/18/2024 7:00,5.75,7.55,2.58,10.13,0.54,,,,2.67,123.86,,99,1004.6,17.58,,
CDA,8/18/2024 8:00,5.73,7.02,2.36,9.38,0.43,,,,1.8,138.38,,99.66,1004.8,41.96,,
CDA,8/18/2024 9:00,5.66,6.86,2.06,8.92,0.45,,,,2.2,135.73,,99.92,1005.08,66.85,,
CDA,8/18/2024 10:00,5.48,7.29,2.57,9.86,0.36,,,,1.65,134.57,,99.94,1005.75,79.82,,
CDA,8/18/2024 11:00,5.6,7.46,2.45,9.91,0.45,,,,0.93,132.65,,99.98,1005.8,107.25,,
CDA,8/18/2024 12:00,5.6,7.84,2.43,10.27,0.44,,,,2.83,137.1,,99.49,1005.45,156.72,0.01,
CDA,8/18/2024 13:00,5.63,8.08,2.62,10.7,0.41,,,11.11,0.48,148.56,,99.23,1005.08,95.82,,
CDA,8/18/2024 14:00,5.81,12.95,5.36,18.31,0.42,,13.53,17.06,1.32,199.75,,99.42,1004.68,110.4,,
CDA,8/18/2024 15:00,5.79,7.28,2.98,10.26,0.39,,,20.21,1.91,185.55,,98.74,1004.38,122.3,,
CDA,8/18/2024 16:00,5.59,6.36,1.78,8.14,0.48,,,29.35,1.15,161.85,,97.91,1004.23,85.13,0.01,
CDA,8/18/2024 17:00,5.62,6.34,1.66,8,0.45,,15.73,38.64,1.06,167.11,,97.21,1004.13,67.77,0.01,
CDA,8/18/2024 18:00,5.55,6.35,1.89,8.24,0.32,,22.94,40.24,0.84,167.89,,95.72,1004.18,53.85,0.01,
CDA,8/18/2024 19:00,5.53,6.42,2.45,8.87,0.47,,15.38,30.3,1.4,155.35,,94.14,1004.43,10.5,,
CDA,8/18/2024 20:00,5.58,6.77,2.2,8.97,0.33,,10.6,19.29,0.73,160.38,,93.98,1005.03,9.54,0.02,
CDA,8/18/2024 21:00,5.37,6.71,2.14,8.85,0.34,,10.48,15.46,0.68,141.21,,94,1005.75,9.59,,
CDA,8/18/2024 22:00,5.61,6.47,1.84,8.31,0.41,,9.28,15.47,2.1,152.15,,95.18,1006.25,9.47,0.01,
CDA,8/18/2024 23:00,5.5,7.47,2.49,9.96,0.4,,7.19,11.53,1.7,132.56,,96.13,1006.35,9.51,,
CDA,8/19/2024 0:00,5.62,7.16,2.43,9.59,0.37,,6.74,11.36,0.84,136.94,,96.48,1006.08,9.44,,
CDA,8/19/2024 1:00,5.73,6.81,2.22,9.03,0.43,,8.04,10.35,1.48,136.99,,96.69,1005.4,9.55,,
CDA,8/19/2024 2:00,5.69,6.65,1.99,8.64,0.52,,5.67,,1.5,128.81,,97.51,1005.25,9.49,,
CDA,8/19/2024 3:00,5.73,6.18,1.76,7.94,0.43,,10.16,19.17,1.54,127.79,,99.07,1004.63,9.53,,
CDA,8/19/2024 4:00,5.68,6.12,1.37,7.49,0.47,,8.87,,1.93,138.7,,99.91,1004.35,9.33,,
CDA,8/19/2024 5:00,5.74,6.12,1.35,7.47,0.43,,5.26,,1.11,127.77,,100.92,1004.3,9.43,,
CDA,8/19/2024 6:00,5.71,6.04,0.69,6.73,0.43,,,,2.02,158.52,,101.68,1004.38,9.6,,
CDA,8/19/2024 7:00,5.72,6,1.06,7.06,0.43,,,,2.05,164.92,,102.35,998.18,12.16,,
CDA,8/19/2024 8:00,5.7,6.71,2.52,9.23,0.46,,,,0.82,148.55,,102.66,1004.3,21.85,0.01,
CDA,8/19/2024 9:00,5.59,11.41,34.64,46.05,0.47,,,,1.19,149.39,,103.01,1005.43,43.23,,
CDA,8/19/2024 10:00,5.63,7.86,4.4,12.26,0.35,,,,0.87,184.05,,103.17,1005.75,48.32,0.02,
CDA,8/19/2024 11:00,5.73,9.57,5.05,14.62,0.43,,,15.37,1.98,194.29,,103.19,1005.73,57.28,,
CDA,8/19/2024 12:00,5.86,11.67,6.17,17.84,0.36,,,30.07,2.1,185.81,,103.05,1005.43,66.33,0.01,
CDA,8/19/2024 13:00,5.66,8.68,5.99,14.67,0.34,,18.53,22.32,1.37,190.65,,103.13,1004.93,53.26,0.01,
CDA,8/19/2024 14:00,5.87,7.9,5.37,13.27,0.45,,18.42,21,1.39,176.48,,102.88,1004.3,82.27,0.01,
CDA,8/19/2024 15:00,5.81,7.82,4.37,12.19,0.37,,33.16,53.37,1.61,193.3,,102.28,1003.55,166.06,,
CDA,8/19/2024 16:00,5.74,8,5.9,13.9,0.49,,,23.77,1.93,197.37,,101.38,1003.33,84.13,,
CDA,8/19/2024 17:00,5.79,7.54,4.82,12.36,0.43,,,14.17,1.94,186.11,,100,1003.2,92.27,,
CDA,8/19/2024 18:00,5.65,8.48,4.82,13.3,0.44,,,18,1.41,193.54,,97.44,1003.38,34.42,,
CDA,8/19/2024 19:00,5.55,6.93,5.14,12.07,0.38,,,22.27,2.2,198,,95.46,1003.85,10.32,,
CDA,8/19/2024 20:00,5.78,7.25,4.46,11.71,0.49,,,25.4,2.57,199.11,,94.88,1004.35,9.66,0.02,
CDA,8/19/2024 21:00,6.14,18.86,9.13,27.99,0.33,,,24.49,2.82,202.78,,94.26,1005.05,9.58,,
CDA,8/19/2024 22:00,6.62,33.55,10.47,44.02,0.4,,,32.97,2.69,207.95,,93.24,1005.68,9.73,,
CDA,8/19/2024 23:00,6.62,16.96,6.44,23.4,0.43,,,47.37,1.87,200.08,,92.69,1005.7,9.43,,
CDA,8/20/2024 0:00,6.1,8.6,3.86,12.46,0.49,,,25.9,1.82,187.55,,92.93,1005.65,9.59,,
CDA,8/20/2024 1:00,5.67,7.45,2.52,9.97,0.37,,,29.9,2.12,185.95,,92.9,1005.45,9.65,,
CDA,8/20/2024 2:00,5.94,7.35,2.33,9.68,0.35,,,35.33,2.13,189.79,,93.2,1005.23,9.59,,
CDA,8/20/2024 3:00,5.9,8.14,3.03,11.17,0.42,,,25.12,2.75,205.63,,95.03,1004.83,9.48,,
CDA,8/20/2024 4:00,5.9,7.77,2.52,10.29,0.47,,,17.1,2.29,189.3,,96.11,1004.63,9.43,,
CDA,8/20/2024 5:00,6,7.01,1.77,8.78,0.38,,,15.22,2.23,186.84,,97.34,1004.68,9.49,,
CDA,8/20/2024 6:00,5.86,7.22,1.91,9.13,0.5,,,17.93,1.51,201.91,,98.29,1005.1,14.3,0.01,
CDA,8/20/2024 7:00,5.9,7.57,2.07,9.64,0.48,,,,1.52,204.58,,97.96,1005.35,61.28,,
CDA,8/20/2024 8:00,5.88,7.66,1.99,9.65,0.34,,,,1.78,203.92,,97.28,1005.65,110.21,0.01,
CDA,8/20/2024 9:00,5.77,7.62,1.52,9.14,0.38,,,11,2.3,207.97,,95.64,1006.13,132.21,0.01,
CDA,8/20/2024 10:00,5.82,12.11,2.48,14.59,0.42,,,12.36,2.74,199.5,,95.8,1006.63,79.87,,
CDA,8/20/2024 11:00,5.94,11.42,2.37,13.79,0.39,,,18.78,2.13,226.68,,98.93,1006.88,29.41,,
CDA,8/20/2024 12:00,5.86,8.71,3.35,12.06,0.49,,,12.2,2.81,217.19,,103.13,1007.05,38.61,,
CDA,8/20/2024 13:00,5.83,11.53,5.11,16.64,0.36,,,,2.14,221,,103.2,1006.78,56.47,,
CDA,8/20/2024 14:00,6.07,18.01,5.18,23.19,0.53,,7.1,14.13,1.58,210.8,,102.74,1006.25,87.89,,
CDA,8/20/2024 15:00,6.26,18.91,3.3,22.21,0.41,,13.83,21.17,1.77,209.95,,101.67,1005.43,57.78,,
CDA,8/20/2024 16:00,6.5,19.42,3.08,22.5,0.4,,11.6,16.03,1.75,208.52,,100.49,1005,57.67,,
CDA,8/20/2024 17:00,6.4,24.09,3.26,27.35,0.44,,14.77,22.65,2,207.11,,98.09,1005.1,31.57,,
CDA,8/20/2024 18:00,6.62,23,3.14,26.14,0.44,,13.65,25.45,0.75,204.17,,95.21,1005.53,15.66,,
CDA,8/20/2024 19:00,6.35,18.66,2.76,21.42,0.48,,17,20.58,0.48,208.39,,96.98,1006.15,9.59,,
CDA,8/20/2024 20:00,6.29,21.67,3.89,25.56,0.41,,17.38,20.75,0.27,173.17,,97.87,1006.75,9.58,,
CDA,8/20/2024 21:00,6.3,13.28,3.07,16.35,0.34,,16.45,28.97,0.33,151.07,,98.33,1007.5,9.6,,
CDA,8/20/2024 22:00,6.03,10.98,2.85,13.83,0.43,,16.76,32.19,0.64,169.85,,98.54,1007.95,9.51,,
CDA,8/20/2024 23:00,6.05,9.31,2.05,11.36,0.45,,13.56,27.6,0.76,168.71,,98.62,1008.05,9.52,,
CDA,8/21/2024 0:00,6.03,11.21,1.99,13.2,0.39,,10.59,16.89,0.61,166.86,,98.52,1007.98,9.46,,
CDA,8/21/2024 1:00,5.98,8.5,1.48,9.98,0.46,,9.03,21.9,1.22,184.78,,98.72,1007.63,9.5,,
CDA,8/21/2024 2:00,,,,,,,,,,,,,,,,
CDA,8/21/2024 3:00,7.74,29.55,3.77,33.32,0.43,,,,0.66,175.33,,99.52,1006.57,9.22,,
CDA,8/21/2024 4:00,6.27,6.25,1.32,7.57,0.41,,261.28,127.91,0.81,144.66,,99.58,1006.58,9.47,,
CDA,8/21/2024 5:00,6.3,8.23,1.49,9.72,0.45,,15.89,27.63,0.37,132.76,,99.67,1006.7,9.61,,
CDA,8/21/2024 6:00,6.27,8.41,1.64,10.05,0.55000000000000004,,5.53,12.56,0.33,146.63,,99.88,1006.93,17.65,,
CDA,8/21/2024 7:00,6.17,8.65,1.87,10.52,0.61,,,,0.36,169.59,,99.81,1007.18,77.35,,
CDA,8/21/2024 8:00,6.08,9.2,2.43,11.63,0.53,,13.32,14.25,0.71,178.97,,99.22,1007.65,100.57,,
CDA,8/21/2024 9:00,6.02,9.52,2.46,11.98,0.59,,16.64,27.59,1.31,187.04,,98.35,1007.93,166.04,,
CDA,8/21/2024 10:00,6.23,19.78,3.56,23.34,0.62,,12.44,20.06,2.66,208.77,,96.62,1007.88,211.61,0.01,
CDA,8/21/2024 11:00,6.34,23.02,3.58,26.6,0.72,,14.54,23.93,2.4,214.6,,94.08,1007.78,385.16,,
CDA,8/21/2024 12:00,6.13,10.57,2.45,13.02,0.9,,13.18,22,1.88,228.01,,92.49,1007.65,119.25,,
CDA,8/21/2024 13:00,6.11,10.91,2.42,13.33,0.94,,11.68,17.67,1.89,222.13,,94.92,1006.95,247.46,,
CDA,8/21/2024 14:00,6.1,10.34,2.27,12.61,0.69,,9.61,11.59,1.63,215.7,,91.2,1006.55,150.41,,
CDA,8/21/2024 15:00,6.08,8.08,1.73,9.81,0.74,,8.49,13.4,0.37,260.69,,92.34,1006.2,35.96,,
CDA,8/21/2024 16:00,6.16,7.54,2.27,9.81,1.32,,7.97,11.19,0.5,232.88,,96.79,1005.8,24.48,,
CDA,8/21/2024 17:00,6.12,9.38,3.71,13.09,1.81,,8.42,14.87,0.6,220.19,,97.87,1005.43,39.79,,
CDA,8/21/2024 18:00,6.21,10.07,5.39,15.46,3.7,,14.03,22.02,0.47,123.85,,96.82,1005.63,17.99,,
CDA,8/21/2024 19:00,6.01,7.92,3.95,11.87,4.7300000000000004,,14.5,22.46,0.49,165.86,,96.85,1005.78,9.7,,
CDA,8/21/2024 20:00,6.09,13.96,5,18.96,,,17.06,24.14,0.37,195.87,,98.49,1006.33,9.6,,
CDA,8/21/2024 21:00,6.11,9.15,4.33,13.48,15.44,,18.54,27.48,0.58,154.31,,98.9,1006.78,9.6,0.02,
CDA,8/21/2024 22:00,6.15,8.71,3.68,12.39,10.130000000000001,,11.69,17.78,0.87,155.82,,99.57,1007.25,9.46,,
CDA,8/21/2024 23:00,6.32,22.29,4.62,26.91,7.6,,8.64,15.63,1.1,182.09,,99.8,1007.45,9.63,,
CDA,8/22/2024 0:00,6.36,9.17,3.07,12.24,0.97,,17.16,25.58,0.53,164.14,,99.89,1007.1,9.62,,
CDA,8/22/2024 1:00,6.32,10.9,2.99,13.89,0.95,,11.39,15.1,0.45,158.85,,100.01,1006.45,9.42,,
CDA,8/22/2024 2:00,6.38,16.81,3.98,20.79,0.79,,16.13,35.97,0.42,156.76,,100.11,1006.03,9.64,,
CDA,8/22/2024 3:00,6.46,11.56,3.76,15.32,0.64,,14.11,26.69,0.6,142.51,,100.03,1005.5,9.55,,
CDA,8/22/2024 4:00,6.32,9.72,3.48,13.2,0.59,,9.9,24.31,0.9,224.22,,100.25,1005.43,9.67,,
CDA,8/22/2024 5:00,6.21,9.06,4.35,13.41,0.52,,6.79,14.55,0.27,186.31,,100.06,1005.6,9.53,,
CDA,8/22/2024 6:00,6.24,9.28,3.65,12.93,0.56000000000000005,,9.18,20.54,0.93,142.08,,100.45,1005.83,9.81,,
CDA,8/22/2024 7:00,6.1,7.6,3.78,11.38,0.5,,7.21,11.19,0.69,164.16,,100.78,1006.18,10.97,,
CDA,8/22/2024 8:00,6.02,7.85,3.79,11.64,0.59,,,,0.66,319.05,,101.17,1006.88,12.63,,
CDA,8/22/2024 9:00,5.86,6.92,4.41,11.33,0.75,,,,1.11,230.62,,102.17,1007.5,12.48,,
CDA,8/22/2024 10:00,5.88,8.75,11.76,20.51,0.69,,13.18,11.92,0.47,215.55,,102.55,1007.95,18.46,,
CDA,8/22/2024 11:00,6,8.89,9.31,18.2,0.8,,8.65,10.53,0.29,166.87,,102.64,1007.85,28.42,,
CDA,8/22/2024 12:00,6.09,10.09,11.02,21.11,0.83,,23.93,37.41,0.48,152.91,,102.79,1007.38,36.03,0.01,
CDA,8/22/2024 13:00,6.25,13.01,10.71,23.72,1.1499999999999999,,40.28,48.26,0.26,159.71,,102.81,1007.15,60.7,0.01,
CDA,8/22/2024 14:00,6.22,8.49,5.26,13.75,0.76,,37.78,51.56,0.94,137.31,,102.86,1006.13,54.94,,
CDA,8/22/2024 15:00,6.22,8.39,4.05,12.44,0.81,,21.66,18.56,0.52,161.67,,102.89,1005.13,73.05,0.01,
CDA,8/22/2024 16:00,6.08,8.24,3.41,11.65,0.66,,17.7,21.37,0.81,159.1,,102.69,1005.08,144.46,,
CDA,8/22/2024 17:00,6.12,7.83,2.57,10.4,0.59,,16.87,23.74,1.09,151.35,,102.08,1004.83,164.25,,
CDA,8/22/2024 18:00,6.13,8.42,2.95,11.37,0.64,,22.42,38.1,0.87,136.91,,101.62,1005.15,42.23,,
CDA,8/22/2024 19:00,6.07,10.69,5.14,15.83,0.65,,15.14,17.88,,,,101.51,1005.73,10.51,,
CDA,8/22/2024 20:00,6.25,11.59,6.19,17.78,0.63,,13.64,16.92,0.41,134.47,,101.15,1006.33,9.5,,
CDA,8/22/2024 21:00,6.24,9.77,3.56,13.33,0.52,,15.55,19.68,0.55,142.51,,100.67,1006.93,9.47,0.01,
