PM10,PM2.5,SO2,CO,O3,NO2
12,24,,8,,3
12,25,,8,,3
12,25,,7,,3
12,25,,7,,3
12,25,,7,,3
12,25,,7,,3
12,24,,7,,3
12,25,,6,,3
13,26,,6,,2
13,26,,7,,3
13,26,,6,,3
13,27,,6,,3
13,27,,6,,3
14,27,,6,,3
14,27,,6,,2
14,27,,6,,2
14,27,,6,,2
14,27,,6,,2
14,27,,7,,2
14,27,,7,,2
14,27,,7,,2
14,28,,7,,2
14,28,,7,,2
14,28,,7,,2
